src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000101,0b00cb01,10000,100,443686486,15,355363251,355363266,37210916,355363266
0b000501,0b00cb01,10000,100,442791930,63,358098546,358098609,37135915,358098609
0b000001,0b00cb01,10000,100,442579512,12,363572624,363572636,37118108,363572636
0b000801,0b00cb01,10000,100,442429273,81,363657489,363657570,37105513,363657570
0b000401,0b00cb01,10000,100,442496649,57,365630113,365630170,37111160,365630170
0b000201,0b00cb01,10000,100,442518303,33,367105021,367105054,37112977,367105054
0b000701,0b00cb01,10000,100,443033490,76,367729173,367729249,37156169,367729249
0b000301,0b00cb01,10000,100,442369121,56,367858790,367858846,37100470,367858846
0b000901,0b00cb01,10000,100,441910758,87,369669176,369669263,37062038,369669263
0b000601,0b00cb01,10000,100,442572752,64,370028314,370028378,37117540,370028378
