src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b00cb01,10000,100,442369121,2,355461029,355461031,37100470,355461031
0b000901,0b00cb01,10000,100,442579512,86,356051466,356051552,37118108,356051552
0b000101,0b00cb01,10000,100,443686486,18,364976246,364976264,37210916,364976264
0b000701,0b00cb01,10000,100,441910758,55,366256532,366256587,37062038,366256587
0b000401,0b00cb01,10000,100,443033490,32,366948325,366948357,37156169,366948357
0b000601,0b00cb01,10000,100,442791930,50,367522828,367522878,37135915,367522878
0b000201,0b00cb01,10000,100,442572752,22,371889925,371889947,37117540,371889947
0b000301,0b00cb01,10000,100,442429273,32,372292934,372292966,37105513,372292966
0b000501,0b00cb01,10000,100,442518303,44,373307778,373307822,37112977,373307822
0b000801,0b00cb01,10000,100,442496649,57,373500321,373500378,37111160,373500378
