src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000101,0b00cb01,10000,100,442429273,16,387698196,387698212,37105513,387698212
0b000801,0b00cb01,10000,100,442496649,81,388106863,388106944,37111160,388106944
0b000401,0b00cb01,10000,100,442518303,38,388971486,388971524,37112977,388971524
0b000601,0b00cb01,10000,100,442369121,71,389318052,389318123,37100470,389318123
0b000201,0b00cb01,10000,100,441910758,22,389332629,389332651,37062038,389332651
0b000301,0b00cb01,10000,100,442572752,31,389432309,389432340,37117540,389432340
0b000901,0b00cb01,10000,100,442579512,86,390063917,390064003,37118108,390064003
0b000701,0b00cb01,10000,100,443033490,71,390233319,390233390,37156169,390233390
0b000001,0b00cb01,10000,100,442791930,7,390431447,390431454,37135915,390431454
0b000501,0b00cb01,10000,100,443686486,51,390574719,390574770,37210916,390574770
