src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000601,0b00cb01,10000,100,442429273,63,388756526,388756589,37105513,388756589
0b000301,0b00cb01,10000,100,442579512,30,389070406,389070436,37118108,389070436
0b000101,0b00cb01,10000,100,443686486,15,389307245,389307260,37210916,389307260
0b000001,0b00cb01,10000,100,442496649,5,389337550,389337555,37111160,389337555
0b000501,0b00cb01,10000,100,443033490,51,389700181,389700232,37156169,389700232
0b000801,0b00cb01,10000,100,442369121,76,389909596,389909672,37100470,389909672
0b000701,0b00cb01,10000,100,442518303,73,390146778,390146851,37112977,390146851
0b000201,0b00cb01,10000,100,441910758,28,390305939,390305967,37062038,390305967
0b000401,0b00cb01,10000,100,442791930,37,390345351,390345388,37135915,390345388
0b000901,0b00cb01,10000,100,442572752,84,390567893,390567977,37117540,390567977
