src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b00cb01,10000,100,442850231,18,552463334,552463352,37140806,552463352
0b000801,0b00cb01,10000,100,443033490,66,556790119,556790185,37156169,556790185
0b000701,0b00cb01,10000,100,442369121,39,575678310,575678349,37100470,575678349
0b000c01,0b00cb01,10000,100,442791930,76,576558852,576558928,37135915,576558928
0b000e01,0b00cb01,10000,100,442429273,85,577065814,577065899,37105513,577065899
0b000601,0b00cb01,10000,100,442727168,38,578660184,578660222,37130488,578660222
0b000b01,0b00cb01,10000,100,443686486,74,579768981,579769055,37210916,579769055
0b000401,0b00cb01,10000,100,441910758,36,583691222,583691258,37062038,583691258
0b000101,0b00cb01,10000,100,442572752,5,584805980,584805985,37117540,584805985
0b000201,0b00cb01,10000,100,442825002,13,585223720,585223733,37138692,585223733
0b000501,0b00cb01,10000,100,442496649,38,586827060,586827098,37111160,586827098
0b000001,0b00cb01,10000,100,441610566,4,587558657,587558661,37036871,587558661
0b000f01,0b00cb01,10000,100,442518303,98,587621146,587621244,37112977,587621244
0b000d01,0b00cb01,10000,100,442299518,77,588313483,588313560,37094633,588313560
0b000a01,0b00cb01,10000,100,442579512,71,589619040,589619111,37118108,589619111
0b000901,0b00cb01,10000,100,441813827,68,589637863,589637931,37053911,589637931
