src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b00cb01,10000,100,442496649,13,568479591,568479604,37111160,568479604
0b000701,0b00cb01,10000,100,442791930,32,574489258,574489290,37135915,574489290
0b000601,0b00cb01,10000,100,443686486,25,577355318,577355343,37210916,577355343
0b000301,0b00cb01,10000,100,442727168,14,577437433,577437447,37130488,577437447
0b000101,0b00cb01,10000,100,441813827,12,579973256,579973268,37053911,579973268
0b000401,0b00cb01,10000,100,442572752,19,582369722,582369741,37117540,582369741
0b000e01,0b00cb01,10000,100,443033490,77,585360564,585360641,37156169,585360641
0b000801,0b00cb01,10000,100,442299518,34,587695665,587695699,37094633,587695699
0b000901,0b00cb01,10000,100,442579512,41,588297020,588297061,37118108,588297061
0b000501,0b00cb01,10000,100,442850231,22,588578597,588578619,37140806,588578619
0b000f01,0b00cb01,10000,100,441910758,79,589246671,589246750,37062038,589246750
0b000001,0b00cb01,10000,100,442429273,10,590807331,590807341,37105513,590807341
0b000c01,0b00cb01,10000,100,442369121,73,591151084,591151157,37100470,591151157
0b000b01,0b00cb01,10000,100,441610566,64,592132010,592132074,37036871,592132074
0b000d01,0b00cb01,10000,100,442518303,75,592860248,592860323,37112977,592860323
0b000a01,0b00cb01,10000,100,442825002,45,593870401,593870446,37138692,593870446
