src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b00cb01,10000,100,441910758,8,621654920,621654928,37062038,621654928
0b000201,0b00cb01,10000,100,442369121,12,622503265,622503277,37100470,622503277
0b000e01,0b00cb01,10000,100,441610566,97,622636591,622636688,37036871,622636688
0b000a01,0b00cb01,10000,100,442572752,84,622761380,622761464,37117540,622761464
0b000501,0b00cb01,10000,100,441813827,28,623084080,623084108,37053911,623084108
0b000301,0b00cb01,10000,100,443033490,20,623367511,623367531,37156169,623367531
0b000f01,0b00cb01,10000,100,442299518,99,623609290,623609389,37094633,623609389
0b000801,0b00cb01,10000,100,442825002,53,623646124,623646177,37138692,623646177
0b000c01,0b00cb01,10000,100,442496649,94,623683747,623683841,37111160,623683841
0b000901,0b00cb01,10000,100,442518303,69,623844792,623844861,37112977,623844861
0b000d01,0b00cb01,10000,100,442727168,96,624054667,624054763,37130488,624054763
0b000701,0b00cb01,10000,100,442429273,44,624117999,624118043,37105513,624118043
0b000601,0b00cb01,10000,100,442579512,35,624343299,624343334,37118108,624343334
0b000101,0b00cb01,10000,100,442850231,11,624354616,624354627,37140806,624354627
0b000b01,0b00cb01,10000,100,442791930,92,624433008,624433100,37135915,624433100
0b000401,0b00cb01,10000,100,443686486,22,624537944,624537966,37210916,624537966
